gene_name,NC_1,NC_2,NC_3,S4_1,S4_2,S4_3
NCAM1,6,5,11,4,10,8
NCAM2,12,6,6,0,0,0
NCAN,0,0,0,0,2,4
NCAPD2,604,666,732,3397,3869,3067
NCAPD3,430,452,516,1792,2029,1741
NCAPG,98,105,142,2467,2785,2362
NCAPG2,303,303,299,2710,3134,2592
NCAPH,52,38,29,1047,1114,951
NCAPH2,164,212,148,584,654,536
NCBP1,921,1029,1046,1907,2168,1873
NCBP2,1729,1912,1937,2614,2835,2511
NCBP2AS2,58,66,74,92,121,89
NCBP2L,0,0,0,0,0,0
NCBP3,1083,1135,1205,1558,1621,1498
NCCRP1,0,0,1,0,0,0
NCDN,494,433,454,441,469,358
NCEH1,536,624,564,2328,2610,2057
NCF1,0,0,0,0,0,2
NCF2,9,7,15,14,14,12
NCF4,0,0,0,0,0,0
NCK1,609,672,660,732,847,745
NCK2,552,588,607,520,554,435
NCKAP1,6778,7260,7386,9591,10684,9066
NCKAP1L,0,0,0,2,0,0
NCKAP5,108,93,111,34,44,33
NCKAP5L,562,584,575,461,479,388
NCKIPSD,218,242,232,221,331,244
NCL,7341,8053,7662,23176,26551,22647
NCLN,595,620,576,1446,1563,1303
NCMAP,1,2,0,0,0,0
NCOA1,708,643,723,671,784,656
NCOA2,1039,1093,1178,916,1020,801
NCOA3,2569,2546,2793,2708,3058,2481
NCOA4,5702,6144,6326,6090,6815,5834
NCOA5,449,499,483,762,970,723
NCOA6,977,984,950,1084,1274,1109
NCOA7,833,855,901,1206,1386,1170
NCOR1,3166,3207,3519,3395,3863,3252
NCOR2,1721,1672,1717,2296,2827,2398
NCR1,0,0,0,0,0,0
NCR2,0,0,0,0,0,0
NCR3,0,0,0,0,0,1
NCR3LG1,212,154,205,875,1084,899
NCS1,755,748,769,1254,1381,1132
NCSTN,1973,2301,2101,1638,1667,1372
ND1,26312,28790,27878,28623,32307,27787
ND2,25148,27493,26332,37017,40651,34441
ND3,14748,16460,15793,13753,16839,15466
ND4,79764,86280,79205,92518,105704,90964
ND4L,13570,13545,13623,12763,17279,15348
ND5,52029,56271,56482,40948,49163,40673
ND6,10751,12544,12043,7061,9501,7676
NDC1,463,462,424,2299,2493,2121
NDC80,107,121,128,1662,1726,1422
NDE1,497,582,525,622,784,566
NDEL1,1385,1566,1459,1378,1571,1273
NDFIP1,3187,3514,3446,2623,2893,2558
NDFIP2,3495,3705,3737,1148,1254,938
NDN,380,401,538,307,342,265
NDNF,0,10,1,3,2,3
NDOR1,183,189,185,337,338,297
NDP,0,0,0,2,2,3
NDRG1,1121,1135,1084,1190,1249,1039
NDRG2,6,12,6,3,9,3
NDRG3,633,707,698,554,659,578
NDRG4,170,159,156,69,68,70
NDST1,4276,4454,4649,2940,3388,2835
NDST2,278,278,244,267,309,230
NDST3,0,0,1,0,0,0
NDST4,0,0,0,0,0,0
NDUFA1,911,1115,1038,842,1087,945
NDUFA10,1077,1209,1238,1452,1720,1428
NDUFA11,646,742,680,724,856,764
NDUFA12,356,501,473,722,795,755
NDUFA13,1014,1260,1095,907,1088,1057
NDUFA2,392,476,444,442,467,419
NDUFA3,210,196,218,159,207,167
NDUFA4,1947,2222,2139,1350,1557,1312
NDUFA4L2,27,20,28,31,22,13
NDUFA5,1223,1409,1347,1178,1284,1224
NDUFA6,554,592,569,881,1018,875
NDUFA7,136,186,188,147,232,169
NDUFA8,395,446,406,542,631,593
NDUFA9,463,543,611,952,1075,990
NDUFAB1,266,313,307,516,589,585
NDUFAF1,311,306,329,421,396,361
NDUFAF2,266,331,297,546,702,579
NDUFAF3,175,183,173,153,198,165
NDUFAF4,193,282,317,439,511,384
NDUFAF5,191,194,208,247,262,245
NDUFAF6,176,180,184,313,399,289
NDUFAF7,310,300,279,310,318,303
NDUFAF8,182,183,180,315,330,309
NDUFB1,408,427,450,343,444,352
NDUFB10,369,440,446,517,644,546
NDUFB11,334,390,400,373,507,382
NDUFB2,451,485,488,557,693,447
NDUFB3,507,532,506,625,753,660
NDUFB4,875,959,1088,1151,1412,1126
NDUFB5,887,1001,1013,894,1054,889
NDUFB6,344,381,399,498,653,544
NDUFB7,177,226,203,204,238,211
NDUFB8,989,1039,1109,1379,1672,1338
NDUFB9,568,611,579,957,1156,927
NDUFC1,319,343,367,303,440,347
NDUFC2,1377,1616,1550,2030,2436,2157
NDUFC2-KCTD14,27,25,15,69,40,11
NDUFS1,1960,2384,2318,2714,3042,2576
NDUFS2,1173,1342,1367,1482,1749,1450
NDUFS3,267,372,323,467,622,500
NDUFS4,667,793,785,718,805,674
NDUFS5,1007,1154,1120,1197,1537,1299
NDUFS6,252,292,275,401,529,446
NDUFS7,194,212,155,235,280,224
NDUFS8,271,327,298,418,439,366
NDUFV1,650,781,672,949,1075,842
NDUFV2,800,868,826,1353,1524,1237
NDUFV3,416,444,398,550,624,567
NEB,24,6,17,60,104,81
NEBL,6,6,8,19,27,21
NECAB1,36,58,85,117,124,121
NECAB2,0,0,3,6,3,1
NECAB3,82,115,101,97,102,79
NECAP1,706,761,821,1039,1224,1028
NECAP2,1115,1239,1157,1082,1204,1031
NECTIN1,117,134,112,291,297,278
NECTIN2,1333,1330,1404,1145,1245,1055
NECTIN3,3600,3944,4074,4207,4844,4142
NECTIN4,6,1,1,6,9,10
NEDD1,1124,1208,1319,1954,2179,1767
NEDD4,983,1103,1175,3080,3612,2948
NEDD4L,119,182,191,500,503,422
NEDD8,1223,1242,1275,1351,1500,1336
NEDD8-MDP1,1,1,7,0,6,3
NEDD9,2468,2560,2813,1199,1273,1034
NEFH,24,16,16,76,89,70
NEFL,5,9,10,8,14,7
NEFM,97,80,94,41,57,63
NEGR1,2137,2377,2539,1468,1512,1341
NEIL1,132,169,158,94,126,89
NEIL2,141,120,144,247,272,233
NEIL3,18,26,18,321,372,322
NEK1,586,644,651,740,917,725
NEK10,109,76,73,93,123,58
NEK11,57,86,82,96,99,88
NEK2,19,16,26,1043,1122,882
NEK3,178,188,181,165,181,183
NEK4,432,359,385,757,759,656
NEK5,12,14,11,7,5,9
NEK6,1230,1165,1277,1258,1356,1242
NEK7,9020,9866,9761,13130,14314,11645
NEK8,29,48,54,33,43,24
NEK9,2310,2431,2612,2018,2370,2170
NELFA,180,193,149,317,304,269
NELFB,293,388,381,578,654,511
NELFCD,467,543,488,843,1021,789
NELFE,594,640,607,1028,1133,978
NELL1,0,0,0,0,0,0
NELL2,1,0,0,0,0,0
NEMF,1307,1498,1593,1675,1914,1487
NEMP1,321,337,367,1922,2189,1858
NEMP2,126,125,131,306,331,332
NENF,176,239,210,229,319,235
NEO1,828,855,882,427,436,379
NEPRO,806,816,788,1175,1231,1137
NES,3424,3893,3718,3859,4388,3726
NET1,675,747,709,1498,1812,1410
NETO1,36,37,19,91,115,130
NETO2,114,148,159,1395,1626,1363
NEU1,426,505,487,617,750,526
NEU2,0,0,0,0,0,0
NEU3,238,227,288,356,430,349
NEU4,0,0,0,1,0,0
NEURL1,5,5,7,13,12,29
NEURL1B,38,43,24,649,669,529
NEURL2,6,6,10,11,17,13
NEURL3,0,0,0,10,13,11
NEURL4,290,341,291,331,406,321
NEUROD1,0,0,0,0,0,0
NEUROD2,2,0,0,0,1,0
NEUROD4,0,0,0,0,0,0
NEUROD6,0,0,0,0,0,0
NEUROG1,0,0,0,0,0,0
NEUROG2,0,0,0,0,0,0
NEUROG3,0,0,0,0,0,0
NEXMIF,0,0,0,2,3,0
NEXN,7200,7902,7652,3436,3785,3115
NF1,3084,3093,3523,4137,4672,3903
NF2,572,612,620,1186,1370,1149
NFAM1,1,2,0,0,3,2
NFASC,3442,3554,3610,1350,1532,1208
NFAT5,5575,5738,6238,4427,4914,4213
NFATC1,97,123,93,139,133,114
NFATC2,0,5,4,75,62,43
NFATC2IP,705,837,781,1067,1140,947
NFATC3,558,645,560,970,885,739
NFATC4,1267,1368,1229,593,600,470
NFE2,0,3,1,2,4,0
NFE2L1,5009,5354,5269,5175,6170,4752
NFE2L2,3225,3463,3551,4043,4469,3707
NFE2L3,97,131,106,192,209,200
NFIA,301,289,283,201,250,195
NFIB,17,20,19,39,35,35
NFIC,1805,2038,1905,2350,2629,2131
NFIL3,404,465,391,738,838,690
NFILZ,0,0,0,0,0,0
NFIX,2178,2339,2321,1549,1702,1482
NFKB1,816,811,869,1260,1183,1074
NFKB2,251,295,212,607,688,530
NFKBIA,556,624,646,913,1138,817
NFKBIB,183,214,196,358,459,403
NFKBID,34,31,26,37,44,41
NFKBIE,32,38,22,152,150,116
NFKBIL1,89,93,70,80,97,81
NFKBIZ,437,477,456,1347,1526,1132
NFRKB,366,347,353,530,599,449
NFS1,215,331,320,387,431,355
NFU1,344,417,404,466,548,468
NFX1,687,683,754,895,996,936
NFXL1,459,477,517,631,742,637
NFYA,394,501,456,1101,1266,1100
NFYB,2460,2813,2802,914,1079,866
NFYC,251,329,285,460,566,425
NGB,0,0,0,0,0,0
NGDN,241,239,256,476,608,604
NGEF,0,2,2,4,5,8
NGF,63,64,74,228,226,158
NGFR,0,2,0,5,5,2
NGLY1,506,579,580,796,947,773
NGRN,1580,1878,1851,1842,2092,1723
NHEJ1,376,400,478,517,546,502
NHERF1,178,187,228,390,399,339
NHERF2,607,699,609,792,884,689
NHERF4,1,0,0,0,0,0
NHLH1,0,3,0,3,1,0
NHLH2,0,0,0,0,0,1
NHLRC1,27,62,41,74,81,41
NHLRC2,1404,1404,1518,1980,2107,1818
NHLRC3,620,621,662,475,470,414
NHLRC4,2,5,5,0,5,1
NHP2,449,471,420,1096,1299,1048
NHS,249,333,328,308,297,255
NHSL1,41,40,33,196,192,240
NHSL2,647,610,634,320,323,307
NHSL3,236,236,237,229,251,163
NIBAN1,366,385,389,3798,4546,3930
NIBAN2,4425,4822,4650,5463,6090,5193
NIBAN3,14,11,8,1,7,14
NICN1,232,249,265,41,79,62
NICOL1,25,46,30,19,40,21
NID1,12364,12931,12355,6849,7159,5824
NID2,7197,7652,7496,3516,3566,3277
NIF3L1,229,245,227,317,436,378
NIFK,554,567,620,1673,1886,1659
NIM1K,4,10,3,3,4,0
NIN,1128,1159,1201,2613,2666,2385
NINJ1,313,325,333,233,325,213
NINJ2,8,5,4,0,1,1
NINL,198,202,226,198,294,198
NIP7,389,458,457,1183,1324,1133
NIPA1,1755,1934,1799,2140,2377,1842
NIPA2,1779,2122,2067,3121,3515,2834
NIPAL1,49,88,60,208,214,182
NIPAL2,2535,2716,2763,895,964,818
NIPAL3,2430,2535,2894,1835,1808,1538
NIPAL4,7,14,8,50,43,26
NIPBL,2031,2196,2168,2873,3167,2608
NIPSNAP1,606,707,676,547,652,548
NIPSNAP2,773,803,795,607,768,676
NIPSNAP3A,1214,1284,1280,637,795,690
NIPSNAP3B,124,110,132,46,23,25
NISCH,2465,2515,2554,1167,1300,1090
NIT1,181,266,228,204,270,213
NIT2,499,561,487,543,667,566
NKAIN1,1,0,1,3,2,0
NKAIN2,10,2,4,0,0,1
NKAIN3,0,0,0,1,2,1
NKAIN4,0,0,0,0,0,0
NKAP,284,324,374,301,410,347
NKAPD1,658,749,694,872,1079,876
NKAPL,14,17,27,17,22,13
NKD1,105,114,127,11,7,12
NKD2,0,0,0,0,0,0
NKG7,0,1,0,0,0,0
NKIRAS1,497,642,509,619,680,624
NKIRAS2,623,717,719,592,724,611
NKPD1,0,0,6,1,10,8
NKRF,229,238,223,468,526,473
NKTR,3378,3309,3605,3982,4218,3538
NKX1-1,0,0,0,0,0,0
NKX1-2,0,0,0,0,0,0
NKX2-1,0,0,0,0,0,0
NKX2-2,0,0,0,0,0,0
NKX2-3,0,0,0,0,0,0
NKX2-4,0,0,0,0,0,0
NKX2-5,0,0,0,0,0,0
NKX2-6,3,3,0,1,5,4
NKX2-8,0,0,0,0,0,0
NKX3-1,47,54,68,214,229,196
NKX3-2,6,1,2,0,2,0
NKX6-1,2,0,3,0,3,2
NKX6-2,7,21,0,4,10,9
NKX6-3,0,0,0,0,1,0
NLE1,93,107,99,430,463,446
NLGN1,209,179,190,151,161,154
NLGN2,559,548,545,549,644,574
NLGN3,32,41,51,32,26,26
NLGN4X,31,27,39,12,11,17
NLGN4Y,286,323,337,155,166,152
NLK,456,452,453,607,695,564
NLN,829,865,873,1389,1488,1203
NLRC3,21,18,7,16,21,17
NLRC4,0,0,4,9,3,3
NLRC5,465,509,534,327,362,311
NLRP1,597,562,604,339,397,325
NLRP10,92,111,99,98,122,82
NLRP11,0,0,0,0,0,0
NLRP12,0,0,0,0,0,0
NLRP13,0,0,0,0,0,0
NLRP14,2,0,2,4,1,3
NLRP2,0,0,0,0,0,0
NLRP2B,0,0,1,3,2,4
NLRP3,0,0,1,0,1,0
NLRP4,0,0,0,0,0,0
NLRP5,0,0,0,0,0,0
NLRP6,0,0,0,0,0,0
NLRP7,0,0,0,0,0,0
NLRP8,0,0,0,0,0,0
NLRP9,0,0,0,1,0,0
NLRX1,262,320,249,122,140,142
NMB,11,14,14,20,34,21
NMBR,0,0,2,2,2,1
NMD3,1496,1667,1660,2535,2939,2607
NME1,648,696,688,1826,2261,1922
NME1-NME2,79,109,97,95,138,121
NME2,2517,2926,3088,3626,4499,3791
NME3,95,119,85,81,59,49
NME4,530,564,570,563,647,486
NME5,26,42,38,11,19,11
NME6,394,353,388,380,452,392
NME7,152,195,182,309,372,321
NME8,0,0,0,0,0,0
NME9,14,20,24,5,9,13
NMI,181,153,187,205,255,225
NMNAT1,250,329,335,338,442,345
NMNAT2,108,137,126,404,413,296
NMNAT3,12,6,9,3,3,3
NMRAL1,176,158,216,210,295,229
NMRK1,416,410,464,230,269,223
NMRK2,0,0,0,0,0,0
NMS,0,0,0,0,0,0
NMT1,1740,1895,1819,2432,2917,2387
NMT2,585,579,610,536,580,507
NMU,0,0,0,2,1,1
NMUR1,0,1,0,0,0,0
NMUR2,0,0,0,0,0,0
NNAT,10,17,18,11,8,10
NNMT,4449,5214,5002,3995,4642,4013
NNT,1637,2022,2041,1545,1639,1443
NOA1,293,291,316,358,411,368
NOB1,422,495,426,1124,1126,1043
NOBOX,0,0,0,0,0,0
NOC2L,652,727,713,1805,1981,1801
NOC3L,642,704,731,1648,1926,1614
NOC4L,54,60,40,124,159,114
NOCT,34,47,43,186,184,171
NOD1,79,74,58,143,113,108
NOD2,1,2,0,11,9,9
NODAL,0,2,0,1,3,4
NOG,167,204,182,117,148,125
NOL10,580,687,670,1356,1462,1335
NOL11,676,683,700,1738,1992,1817
NOL12,152,149,132,327,343,296
NOL3,174,208,187,163,154,159
NOL4,0,0,0,0,0,0
NOL4L,281,304,324,349,345,287
NOL6,598,628,660,1340,1531,1340
NOL7,687,765,767,1397,1698,1390
NOL8,858,853,883,1451,1682,1452
NOL9,240,286,296,529,624,600
NOLC1,1000,1132,1204,3675,4305,3767
NOM1,645,698,735,1229,1391,1206
NOMO1,2420,2648,2423,2814,3212,2552
NOMO2,3221,3500,3513,4636,4921,4069
NOMO3,149,139,147,219,320,144
NONO,4402,4716,4697,7365,8640,7159
NOP10,647,700,746,979,1258,963
NOP14,568,612,607,1547,1670,1418
NOP16,174,252,260,734,839,675
NOP2,384,406,468,1478,1780,1546
NOP53,1087,1264,1206,1038,1197,944
NOP56,919,979,906,3674,4237,3757
NOP58,585,664,669,2321,2633,2138
NOP9,931,964,1013,1396,1657,1416
NOPCHAP1,157,144,188,371,453,353
NOS1,0,0,0,0,0,0
NOS1AP,127,118,137,13,14,12
NOS2,1,2,0,0,1,0
NOS3,5,1,2,3,4,4
NOSIP,242,275,282,432,593,475
NOSTRIN,8,9,16,15,10,16
NOTCH1,126,121,158,582,616,488
NOTCH2,5339,5483,5680,7989,9199,7729
NOTCH2NLA,583,630,636,1202,1425,1140
NOTCH2NLB,271,293,366,518,544,531
NOTCH2NLC,309,311,377,456,643,487
NOTCH2NLR,46,93,60,135,172,130
NOTCH3,551,512,518,321,269,265
NOTCH4,8,8,5,4,11,2
NOTO,0,0,0,2,0,0
NOTUM,0,2,1,1,1,1
NOVA1,0,1,1,3,10,1
NOVA2,4,0,1,1,0,0
NOX1,0,0,0,0,0,0
NOX3,0,0,0,0,0,0
NOX4,499,597,666,84,127,55
NOX5,22,26,31,4,8,3
NOXA1,2,4,2,0,0,0
NOXO1,1,5,0,1,0,3
NOXRED1,10,14,17,10,9,12
NPAP1,0,0,0,0,0,0
NPAS1,148,126,155,54,53,47
NPAS2,772,834,748,866,901,735
NPAS3,10,6,11,8,2,1
NPAS4,21,17,24,3,7,14
NPAT,586,697,674,943,1096,835
NPB,25,20,24,23,18,18
NPBWR1,0,0,0,0,0,0
NPBWR2,0,0,0,0,0,0
NPC1,1237,1306,1374,2583,2678,2246
NPC1L1,0,0,0,0,7,4
NPC2,1342,1454,1492,1200,1347,1041
NPDC1,321,320,347,350,483,357
NPEPL1,406,335,371,191,184,198
NPEPPS,3234,3353,3550,2006,2088,1713
NPFF,12,17,14,10,10,8
NPFFR1,1,0,0,2,0,0
NPFFR2,0,0,0,0,0,0
NPHP1,130,153,151,86,95,71
NPHP3,1014,990,1013,994,1118,984
NPHP3-ACAD11,7,10,18,0,0,12
NPHP4,133,108,128,202,209,218
NPHS1,0,0,0,0,0,4
NPHS2,0,0,0,0,0,0
NPIPA1,1245,1190,1238,1324,1610,1295
NPIPA2,4,0,0,0,0,4
NPIPA3,0,0,2,0,4,3
NPIPA5,0,0,0,0,259,0
NPIPA7,33,50,30,22,65,99
NPIPA8,29,28,48,40,16,41
NPIPA9,1751,1909,1777,2127,2158,2002
NPIPB11,37,26,44,49,46,80
NPIPB12,100,152,165,238,175,176
NPIPB13,435,430,412,506,552,494
NPIPB15,109,108,134,68,85,59
NPIPB2,94,65,86,93,120,96
NPIPB3,246,214,138,274,266,296
NPIPB4,171,223,194,293,384,326
NPIPB5,1278,1254,1460,1332,1526,1345
NPIPB6,7,3,1,15,23,7
NPIPB7,16,14,30,27,29,31
NPIPB8,1,2,2,0,3,7
NPIPB9,0,0,20,30,19,13
NPL,48,65,69,64,80,80
NPLOC4,1368,1563,1546,2321,2437,2023
NPM1,7969,9050,9081,27301,31706,26738
NPM2,1,1,3,5,1,0
NPM3,89,114,106,275,330,296
NPNT,0,2,0,0,0,0
NPPA,0,0,0,1,2,2
NPPB,0,0,0,0,0,0
NPPC,0,0,0,6,0,0
NPR1,0,0,0,0,0,0
NPR2,705,857,765,730,825,687
NPR3,694,700,712,346,392,295
NPRL2,137,169,155,174,196,186
NPRL3,205,214,203,266,304,235
NPS,0,0,0,0,0,0
NPSR1,0,0,0,0,0,0
NPTN,3512,3818,3891,2597,2788,2325
NPTX1,6,3,6,26,41,32
NPTX2,3,16,21,58,75,71
NPTXR,156,124,163,87,94,87
NPVF,0,0,0,0,0,0
NPW,0,0,1,1,2,7
NPY,0,0,0,0,0,0
NPY1R,0,2,2,1,6,1
NPY2R,0,0,0,0,0,0
NPY4R,0,0,6,0,0,3
NPY4R2,0,5,3,11,0,1
NPY5R,0,0,0,0,0,0
NQO1,6460,7165,6883,10239,12072,10305
NQO2,194,217,223,214,288,253
NR0B1,0,1,0,4,2,0
NR0B2,1,0,0,0,0,0
NR1D1,41,51,29,365,419,323
NR1D2,1450,1450,1540,2310,2567,2017
NR1H2,954,1103,1036,891,989,803
NR1H3,89,97,104,72,56,61
NR1H4,0,0,0,0,0,0
NR1I2,1,3,0,3,6,1
NR1I3,3,4,0,12,3,1
NR2C1,575,645,642,461,540,465
NR2C2,833,728,853,1110,1127,1042
NR2C2AP,50,45,50,290,285,226
NR2E1,0,0,0,0,0,0
NR2E3,3,0,2,0,1,3
NR2F1,1725,1921,1847,1061,1258,1017
NR2F2,3022,3412,3243,1955,2009,1728
NR2F6,264,279,252,347,384,321
NR3C1,1968,1900,2099,3557,3887,3202
NR3C2,2,5,3,8,6,6
NR4A1,244,252,219,193,186,173
NR4A2,9,31,21,140,157,137
NR4A3,576,572,580,582,510,378
NR5A1,0,0,0,0,0,0
NR5A2,0,3,3,3,3,3
NR6A1,5,2,4,15,24,7
NRAP,0,1,0,0,0,0
NRARP,3,2,1,10,13,8
NRAS,1541,1702,1734,3173,3704,3138
NRBF2,561,601,592,770,909,748
NRBP1,1710,1944,1930,2122,2470,1968
NRBP2,962,1036,1040,562,653,537
NRCAM,294,319,377,307,285,245
NRDC,3057,3302,3383,5125,5753,4906
NRDE2,316,330,365,286,337,279
NREP,1665,1820,1915,1062,1092,1061
NRF1,115,125,154,183,276,228
NRG1,121,135,126,777,780,765
NRG2,0,0,2,2,0,6
NRG3,0,0,0,0,0,0
NRG4,4,6,6,12,13,9
NRGN,0,2,4,34,27,36
NRIP1,804,952,895,1904,2149,1734
NRIP2,22,29,25,12,19,9
NRIP3,141,109,141,547,595,556
NRK,24,39,50,133,140,148
NRL,12,11,6,7,7,9
NRM,29,31,45,154,191,153
NRN1,4,8,5,2,4,4
NRN1L,0,0,0,0,2,0
NRP1,7112,7451,7643,10090,11543,9570
NRP2,1366,1413,1423,515,576,485
NRROS,0,1,1,29,46,29
NRSN1,0,0,0,0,0,0
NRSN2,641,717,705,480,605,485
NRTN,0,0,1,0,0,0
NRXN1,0,0,0,0,0,0
NRXN2,0,1,2,2,2,2
NRXN3,11,15,13,0,0,1
NSA2,1097,1253,1173,2098,2485,1978
NSD1,1979,2027,2256,3532,4060,3454
NSD2,854,897,925,5204,5818,4837
NSD3,2332,2458,2685,3371,3815,3244
NSDHL,226,304,251,274,344,326
NSF,1643,1855,1765,2012,2247,1802
NSFL1C,604,678,641,1051,1147,985
NSG1,4,4,5,8,10,15
NSG2,0,0,0,1,2,3
NSL1,370,435,333,541,601,608
NSMAF,946,969,1035,1681,1968,1521
NSMCE1,348,440,394,420,508,436
NSMCE2,220,276,310,492,506,438
NSMCE3,427,414,413,567,731,577
NSMCE4A,216,214,160,547,547,500
NSMF,559,614,553,480,573,496
NSRP1,667,756,713,1295,1483,1201
NSUN2,1240,1300,1293,2686,2992,2643
NSUN3,241,255,257,243,318,223
NSUN4,315,322,358,387,467,379
NSUN5,145,155,182,376,470,376
NSUN6,124,125,110,140,172,150
NSUN7,8,9,8,5,11,7
NT5C,87,121,107,195,186,180
NT5C1A,3,3,7,0,2,0
NT5C1B,3,3,5,3,16,9
NT5C1B-RDH14,0,0,0,0,0,0
NT5C2,2462,2621,2625,2271,2552,2241
NT5C3A,407,438,410,753,887,741
NT5C3B,332,407,401,455,490,424
NT5DC1,536,523,541,510,600,469
NT5DC2,1019,1071,998,1146,1303,1156
NT5DC3,247,249,228,351,450,368
NT5DC4,0,0,0,1,3,1
NT5E,2072,2225,2228,11599,13132,10984
NT5M,2,5,9,7,28,11
NTAN1,445,562,531,523,612,502
NTAQ1,106,141,116,183,270,174
NTF3,69,60,99,38,32,15
NTF4,1,0,1,4,0,5
NTHL1,49,70,67,72,101,74
NTM,23,25,23,734,909,687
NTMT1,326,381,371,569,734,553
NTMT2,0,0,0,0,0,0
NTN1,7,11,10,14,15,10
NTN3,0,1,0,0,2,0
NTN4,3466,3732,3794,2438,2770,2162
NTN5,2,4,0,2,0,0
NTNG1,18,19,17,68,119,65
NTNG2,13,19,11,6,6,21
NTPCR,402,401,445,353,423,419
NTRK1,0,0,0,4,0,1
NTRK2,1102,1220,1152,56,69,47
NTRK3,15,21,17,0,1,1
NTS,0,0,0,0,0,0
NTSR1,5,0,2,99,103,71
NTSR2,0,0,0,0,0,0
NUAK1,5794,5936,5908,1696,1892,1510
NUAK2,96,90,114,131,146,96
NUB1,1291,1363,1445,1330,1508,1200
NUBP1,182,259,231,353,388,326
NUBP2,151,151,129,215,235,177
NUBPL,319,319,352,250,308,247
NUCB1,2890,3271,3198,1694,1805,1559
NUCB2,946,1124,1139,1434,1615,1248
NUCKS1,6663,7479,7651,13136,14557,12856
NUDC,896,976,940,2258,2485,2167
NUDCD1,677,856,860,1859,2146,1852
NUDCD2,429,413,499,528,558,433
NUDCD3,1033,1153,1160,1226,1348,1200
NUDT1,75,72,41,143,161,120
NUDT10,1,5,2,14,15,11
NUDT11,160,151,127,199,213,170
NUDT12,359,348,380,525,438,414
NUDT13,46,43,40,41,60,34
NUDT14,26,31,29,33,27,36
NUDT15,300,417,411,933,1174,983
NUDT16,865,1071,1119,904,1074,929
NUDT16L1,138,138,137,154,171,120
NUDT17,76,71,98,96,104,69
NUDT18,156,151,181,56,46,55
NUDT19,193,239,173,300,375,326
NUDT2,180,246,190,203,245,165
NUDT21,2349,2557,2534,4301,4812,4060
NUDT22,162,191,195,149,170,128
NUDT3,697,843,865,587,667,581
NUDT4,2746,3065,3059,3687,4302,3594
NUDT4B,120,150,130,195,217,142
NUDT5,822,917,902,892,1062,956
NUDT6,470,505,483,1110,1219,1000
NUDT7,56,34,54,18,10,15
NUDT8,6,5,7,14,25,8
NUDT9,631,604,549,524,690,551
NUF2,42,38,49,1236,1432,1081
NUFIP1,146,182,153,380,484,388
NUFIP2,4642,4603,4954,6671,7537,6629
NUGGC,0,0,0,0,1,1
NUMA1,3356,3447,3435,2667,2883,2429
NUMB,1591,1623,1780,1893,2195,1795
NUMBL,401,412,462,365,432,372
NUP107,491,501,588,1616,1738,1495
NUP133,768,873,894,1181,1301,1147
NUP153,1173,1223,1252,2664,3056,2500
NUP155,482,458,519,1631,1746,1545
NUP160,858,802,921,1717,1944,1694
NUP188,666,624,656,1924,2285,1907
NUP205,717,828,794,2825,3314,2694
NUP210,2,3,5,14,6,14
NUP210L,0,0,0,1,0,1
NUP214,750,756,818,1374,1566,1301
NUP35,116,149,128,411,525,417
NUP37,269,261,322,784,800,737
NUP42,300,324,319,349,409,418
NUP43,651,732,690,1254,1479,1248
NUP50,1040,1175,1109,2844,3237,2570
NUP54,665,730,657,1280,1460,1239
NUP58,961,1090,1141,3640,4088,3587
NUP62,460,467,469,1257,1475,1257
NUP62CL,0,0,0,3,1,4
NUP85,250,262,250,655,783,587
NUP88,577,628,628,1306,1406,1101
NUP93,485,458,559,1211,1355,1138
NUP98,1993,2222,2208,4500,5255,4436
NUPR1,2180,2509,2502,1763,1984,1723
NUPR2,0,0,0,0,0,0
NUS1,2016,2166,2253,2558,2976,2720
NUSAP1,104,104,102,2769,3060,2533
NUTF2,877,895,912,1279,1457,1295
NUTM1,0,0,0,1,0,0
NUTM2A,34,14,20,20,24,13
NUTM2B,9,13,6,11,16,7
NUTM2D,44,42,31,42,43,41
NUTM2E,55,64,68,67,91,59
NUTM2F,0,0,0,0,0,0
NUTM2G,2,5,3,5,10,5
NVL,306,406,370,614,687,476
NWD1,0,0,0,1,1,1
NWD2,0,0,0,0,0,0
NXF1,1166,1208,1295,1473,1718,1332
NXF2,0,0,0,0,0,0
NXF2B,0,0,0,0,0,1
NXF3,0,0,0,0,1,0
NXN,1024,1096,1116,868,928,807
NXNL1,0,0,0,0,0,0
NXNL2,32,29,25,33,33,44
NXPE1,0,1,0,0,0,0
NXPE2,0,0,1,0,0,0
NXPE3,1191,1254,1233,1001,1218,1049
NXPE4,2,0,0,0,0,0
NXPH1,0,0,0,0,0,0
NXPH2,0,0,0,0,0,0
NXPH3,474,528,558,124,103,125
NXPH4,18,13,10,64,60,61
NXT1,67,82,97,219,215,208
NXT2,229,257,263,302,367,288
NYAP1,83,110,118,33,41,14
NYAP2,0,3,0,1,0,1
NYNRIN,638,563,553,333,410,288
NYX,0,0,0,0,0,0
OAF,351,430,401,422,530,402
OARD1,184,235,262,352,376,290
OAS1,4,8,2,5,1,2
OAS2,215,217,246,153,139,147
OAS3,192,167,179,655,719,680
OASL,0,3,8,22,37,18
OAT,2991,3632,3517,3239,3511,3018
OAZ1,6187,7112,6750,7104,8029,6692
OAZ2,1544,1784,1689,1488,1594,1405
OAZ3,4,1,13,14,33,17
OBI1,380,408,404,827,919,765
OBP2A,0,0,0,0,0,0
